Student ID,Age,Gender,High School GPA,University - Ranking,University - GPA,Field of Study,Internships Completed,Projects Completed,Certifications,Job Offers,Starting Salary,Current Job Level,Entrepreneurship
S03774,18,Male,3.92,608,3.49,Business,3,1,5,0,56700,Entry,Yes
S04476,24,Male,2.84,134,2.45,Mathematics,3,7,5,2,62100,Senior,No
S00099,26,Male,3.72,515,3.51,Engineering,2,9,1,1,35000,Mid,Yes
S00382,20,Male,3.62,575,2.71,Computer Science,3,1,5,3,40000,Entry,No
S02007,25,Male,3.82,279,3.85,Engineering,1,1,4,0,54400,Entry,No
S02019,18,Male,3.41,812,2.73,Engineering,2,5,4,1,77300,Senior,No
S02085,22,Female,3.79,281,3.22,Mathematics,1,8,0,1,58400,Entry,No
S02407,27,Female,3.25,876,2.08,Business,4,6,0,4,40800,Entry,No
S03148,21,Female,2.83,896,2.63,Medicine,3,6,3,0,45900,Senior,No
S03418,23,Male,3.39,213,3.57,Engineering,4,9,5,3,53600,Mid,No
S00815,19,Female,2.65,753,3.43,Arts,1,8,4,3,67300,Entry,No
S02098,27,Male,3.3,947,3.17,Law,1,0,1,5,34700,Mid,Yes
S03220,28,Male,3.71,771,2.44,Mathematics,4,2,4,3,63000,Entry,No
S03416,27,Male,2.81,813,2.71,Engineering,4,9,0,2,50500,Entry,No
S03697,20,Female,3.75,628,2.04,Arts,4,7,1,4,57000,Entry,No
S04480,24,Female,2.96,132,3.98,Arts,4,6,3,0,63400,Entry,No
S00010,28,Male,3.02,138,2.33,Computer Science,1,5,3,0,58900,Senior,No
S00021,25,Female,2.26,898,2.54,Medicine,0,1,5,5,42200,Entry,No
S00704,29,Male,2.87,443,2.74,Medicine,1,7,0,5,48400,Entry,No
S01014,19,Female,2.74,855,2.85,Law,3,7,1,1,75900,Entry,No
S01201,22,Female,3.03,965,3.89,Law,3,5,1,5,64100,Senior,No
S02156,26,Male,2.92,898,3.69,Engineering,0,9,5,1,42800,Entry,No
S02239,27,Female,3.13,610,2.09,Law,4,1,5,5,48600,Senior,No
S02733,27,Female,2.83,655,3.26,Medicine,1,3,4,1,68100,Entry,No
S02955,29,Male,2.66,345,2.47,Mathematics,3,3,1,5,50300,Mid,No
S03217,27,Female,2.75,693,2.73,Arts,2,9,1,0,78100,Entry,No
S03512,18,Male,3.88,937,2.56,Arts,4,4,3,2,47800,Entry,Yes
S02122,25,Male,2.9,625,2.18,Mathematics,1,6,1,5,64200,Entry,No
S03171,22,Female,2.12,10,3.03,Arts,0,5,0,3,59200,Mid,No
S00057,26,Female,2.56,597,2.84,Medicine,0,2,1,0,50900,Entry,No
S00245,25,Female,2.8,621,3,Medicine,3,9,2,2,43300,Entry,Yes
S00632,22,Male,2.45,930,3.93,Computer Science,1,1,5,3,51900,Mid,No
S00793,18,Male,2.98,144,2.45,Computer Science,4,9,2,2,72200,Entry,No
S01416,21,Male,3,711,3.57,Computer Science,0,5,0,0,48200,Entry,No
S03675,20,Female,2.32,965,3.87,Medicine,2,6,2,1,63000,Mid,No
S04234,24,Female,2.63,592,2.65,Engineering,3,3,2,2,37500,Entry,No
S00265,20,Male,2.97,317,2.84,Law,4,9,1,4,44700,Senior,Yes
S00480,18,Female,2.68,101,2.64,Business,1,8,3,4,64700,Entry,No
S01649,25,Female,3.02,725,2.04,Business,3,3,5,1,55000,Entry,Yes
S01788,23,Male,2.83,770,2.42,Mathematics,0,8,3,5,53700,Mid,No
S02767,29,Female,2.1,923,2.77,Medicine,2,5,5,3,55700,Mid,No
S03370,22,Male,2.04,533,2.9,Mathematics,1,1,3,3,60600,Mid,Yes
S04349,20,Male,3.39,466,2.84,Business,3,8,4,2,51000,Mid,Yes
S00492,29,Male,2.12,944,3.7,Medicine,2,8,1,5,49200,Entry,No
S01084,29,Female,2.75,950,3.88,Arts,0,8,3,1,59900,Mid,Yes
S01771,18,Female,3.87,654,2.75,Computer Science,0,9,4,5,58400,Entry,Yes
S02215,22,Male,3.29,946,3.5,Mathematics,1,9,0,4,45200,Entry,No
S04667,29,Male,2.85,262,2.2,Computer Science,2,3,4,2,61000,Mid,No
S00505,27,Male,3.37,582,3.75,Computer Science,1,1,1,3,59100,Mid,No
S00560,25,Female,3.24,141,2.09,Computer Science,4,7,4,2,55000,Entry,No
S01949,27,Male,3.97,50,2.38,Mathematics,4,7,5,1,61600,Entry,Yes
S02629,19,Female,3.15,773,3.62,Business,3,7,2,0,71600,Entry,No
S00306,25,Male,2.82,468,3.5,Engineering,0,3,5,5,65200,Entry,No
S00398,27,Female,3.18,930,3.15,Arts,1,2,2,0,56500,Entry,No
S02714,20,Female,2.51,756,3.32,Computer Science,4,2,1,4,52300,Entry,No
S03230,22,Female,3.38,465,3.18,Law,0,8,5,1,55300,Mid,No
S03302,26,Female,3.67,342,2.83,Engineering,1,5,1,4,39900,Entry,No
S03810,20,Male,2.37,263,2.19,Engineering,3,2,2,1,70800,Entry,No
S04367,21,Female,3.67,809,3.94,Computer Science,1,2,4,5,25000,Mid,No
S00977,25,Male,2.58,558,3.78,Mathematics,4,5,1,0,56900,Entry,No
S03263,19,Male,3.74,460,3.6,Engineering,0,5,5,0,56200,Entry,Yes
S03768,23,Female,3.95,444,2.27,Computer Science,1,6,5,2,60900,Entry,No
S03828,25,Male,3.98,602,3.11,Business,0,7,5,1,30800,Entry,No
S03899,18,Female,2.59,225,2.48,Law,1,6,2,4,36600,Entry,No
S04467,18,Male,3.26,848,2.37,Arts,3,9,0,4,36100,Entry,No
S00911,27,Male,3.82,386,2.7,Business,2,0,1,2,47900,Senior,No
S01546,27,Male,2.81,67,3.02,Business,4,5,4,5,51400,Entry,No
S02981,21,Female,2.52,277,3.52,Computer Science,4,6,3,1,51400,Entry,No
S03372,26,Female,2.29,339,2.65,Arts,1,7,1,0,59900,Mid,No
S03530,21,Male,2.08,976,3.47,Engineering,2,9,4,4,62200,Mid,No
S03906,23,Male,2.03,677,2.8,Law,1,8,1,1,42400,Entry,No
S04193,19,Male,2.67,780,2.66,Engineering,1,6,2,3,27600,Mid,No
S04228,28,Female,2,420,2.61,Engineering,2,5,3,0,55400,Senior,No
S04374,28,Female,2.1,247,3.58,Law,3,3,0,0,68700,Mid,Yes
S04858,18,Male,2.25,9,3.35,Computer Science,2,9,5,1,40200,Senior,No
S00637,22,Male,2.18,526,2.14,Mathematics,1,5,4,2,38400,Entry,No
S01677,20,Male,2.97,436,2.43,Medicine,4,0,1,5,34700,Entry,No
S01841,25,Female,2.06,253,2.46,Law,4,0,0,2,49400,Mid,No
S02168,27,Female,2.72,110,3.94,Mathematics,3,4,4,5,69500,Senior,No
S02333,24,Male,2.44,169,2.13,Medicine,1,0,5,0,66300,Entry,No
S02959,27,Female,3.79,176,3.5,Computer Science,3,8,2,0,69300,Entry,No
S02979,22,Female,3.63,680,3.3,Computer Science,3,2,2,5,79000,Entry,Yes
S03253,29,Female,3.62,815,3.22,Law,0,0,1,0,55300,Entry,No
S03477,27,Female,2.25,563,3.25,Medicine,1,7,5,4,25000,Mid,No
S03934,27,Female,2.42,243,3.61,Arts,1,6,0,5,26600,Entry,No
S04074,23,Female,2.57,664,2.69,Engineering,0,9,3,0,65200,Mid,No
S04267,26,Female,3.45,298,2.09,Medicine,0,3,4,5,52000,Mid,No
S03391,22,Female,2.56,369,3.37,Arts,3,7,2,5,86800,Entry,Yes
S03522,24,Female,3.31,52,2.58,Mathematics,1,3,5,2,44200,Entry,Yes
S03724,25,Female,3.95,942,3,Medicine,1,8,0,2,50900,Entry,Yes
S03885,24,Male,2.15,243,3.08,Arts,3,9,5,1,35300,Entry,No
S04890,19,Male,3.92,875,2.46,Medicine,0,6,3,4,50600,Entry,No
S00105,18,Female,2.91,877,2.95,Business,4,8,1,4,71300,Entry,No
S00672,29,Female,3.19,104,3.35,Mathematics,4,2,5,0,40000,Mid,No
S01029,27,Male,2.68,84,2.99,Mathematics,4,9,1,3,82300,Entry,No
S01192,25,Female,2.09,793,2.96,Mathematics,0,3,5,3,51600,Entry,No
S01536,26,Male,2.03,447,2.79,Arts,4,0,4,5,73600,Entry,No
S01856,23,Male,2.83,532,3.66,Business,1,3,3,4,50000,Entry,No
S02660,21,Female,3.71,557,3.26,Computer Science,2,4,2,5,64400,Entry,No
S03336,27,Male,2.76,707,3.24,Computer Science,2,6,5,5,51700,Mid,No
S00449,29,Male,2.25,898,2.34,Medicine,4,0,2,3,49500,Mid,Yes
S02071,25,Male,2.73,915,2.35,Mathematics,0,9,0,5,54400,Entry,Yes
S02637,27,Female,3.81,329,3.92,Mathematics,2,5,5,5,79200,Entry,No
S03664,19,Female,2.39,231,3.41,Engineering,1,4,4,1,47500,Mid,No
S03666,28,Male,2.91,152,3.01,Medicine,1,3,2,3,42700,Senior,No
S01233,21,Male,2.73,267,2.42,Computer Science,3,4,5,0,46600,Entry,No
S01755,27,Male,3.05,97,3.9,Computer Science,2,5,3,4,74800,Senior,No
S03296,21,Male,3.59,309,3.28,Engineering,0,0,0,3,30200,Entry,No
S04326,27,Female,2.48,399,2.69,Arts,4,2,5,4,25000,Mid,No
S04382,28,Female,3.5,421,3.59,Engineering,1,3,0,2,55200,Entry,No
S04849,24,Male,3.43,589,3.27,Medicine,3,5,2,0,57300,Executive,Yes
S01371,24,Male,2.91,823,2.89,Law,3,6,1,2,80300,Entry,Yes
S02175,24,Male,3.43,76,3.68,Computer Science,3,0,5,5,45900,Senior,No
S02772,25,Male,3.82,301,2.32,Engineering,2,6,5,0,25000,Entry,No
S03566,25,Male,2.26,850,3.81,Computer Science,3,4,0,5,49500,Entry,No
S04444,25,Male,2.37,108,2.08,Mathematics,2,9,0,4,30900,Entry,No
S00289,29,Male,3.03,814,3.25,Business,1,0,4,2,47200,Entry,No
S00295,22,Female,3.48,481,3.16,Engineering,3,0,5,1,34200,Mid,No
S00313,21,Male,3.99,298,3.19,Computer Science,1,4,1,4,50200,Mid,No
S01293,20,Female,3.48,624,3.51,Mathematics,3,9,3,2,57200,Entry,Yes
S01651,23,Male,3.02,393,2.16,Business,2,1,5,0,25000,Mid,No
S03143,20,Female,2.45,443,3.87,Engineering,0,8,3,2,72100,Entry,No
S03283,25,Female,3.79,849,2.72,Arts,1,4,0,3,66900,Entry,No
S04315,19,Male,3.82,812,3.45,Mathematics,0,4,3,0,60800,Entry,No
S04700,23,Male,2.09,360,3.14,Mathematics,3,1,4,3,57900,Mid,No
S04923,25,Male,3.57,134,3.07,Medicine,1,0,0,1,32200,Mid,Yes
S01861,25,Female,3.11,328,3.36,Computer Science,4,5,4,0,43200,Mid,No
S01913,26,Male,2.24,257,3.06,Arts,0,0,5,2,45800,Entry,No
S02146,27,Male,3.43,982,2.02,Arts,3,5,1,1,52600,Entry,No
S02147,21,Male,2.79,454,2.32,Arts,3,9,0,0,62600,Entry,No
S02701,25,Female,3.07,759,2.37,Medicine,0,9,3,1,42300,Mid,No
S03298,26,Male,2.26,176,3.37,Engineering,2,8,0,4,25000,Executive,Yes
S04394,24,Female,3.63,337,2.32,Business,3,1,1,4,25000,Entry,No
S04451,19,Male,2.06,990,3.95,Business,1,8,1,2,47900,Entry,No
S00272,24,Female,2.78,126,3.79,Business,1,9,4,3,47900,Entry,No
S00444,18,Male,2.11,22,3.59,Engineering,3,2,1,3,53500,Senior,No
S02032,18,Male,3.16,92,2.4,Law,0,7,1,1,52300,Entry,No
S02396,24,Male,3.62,486,3.31,Business,0,9,2,5,32000,Entry,No
S03807,23,Male,3.52,294,2.01,Medicine,2,7,1,3,62000,Entry,No
S04240,21,Male,2.18,624,3.79,Medicine,1,1,5,1,25000,Mid,No
S02119,18,Female,2.84,496,2.8,Law,4,1,4,3,45500,Senior,Yes
S04250,19,Female,3.72,396,3.02,Engineering,2,4,2,2,61300,Mid,Yes
S04260,28,Female,3.17,115,3.68,Computer Science,0,2,2,2,33300,Entry,No
S04960,23,Female,2.37,37,3.6,Business,3,5,5,5,48500,Senior,No
S00516,21,Female,3.42,502,3.92,Engineering,1,8,2,0,53200,Entry,No
S01018,21,Male,2.74,912,2.41,Computer Science,1,0,2,5,38200,Entry,Yes
S01618,25,Male,2.42,181,2.32,Business,4,0,1,3,33100,Senior,No
S01824,19,Female,3.44,730,3.23,Computer Science,0,3,1,3,64200,Senior,Yes
S02037,22,Male,2.5,627,3.7,Law,4,2,2,0,32200,Senior,Yes
S02353,21,Male,3.69,495,2.59,Business,2,1,3,1,25000,Entry,No
S02466,25,Female,3.26,551,3.83,Mathematics,1,5,4,2,43100,Entry,No
S03587,28,Male,2.49,902,3.19,Medicine,3,9,4,2,25000,Entry,No
S03668,27,Male,2.2,982,2.68,Business,0,7,4,2,50700,Entry,No
S04053,23,Female,2.51,988,3.92,Medicine,1,6,2,0,25000,Senior,No
S04529,28,Female,2.75,585,2.38,Business,3,8,3,2,34000,Mid,No
S02267,26,Female,3.7,320,3.56,Arts,3,8,3,1,48200,Entry,No
S02632,23,Male,2.74,323,3.91,Medicine,4,4,1,0,47200,Executive,Yes
S03265,20,Male,3.62,503,3.39,Law,4,6,3,0,52300,Senior,No
S03500,28,Female,2.79,103,2.25,Law,0,3,0,2,67200,Entry,No
S03999,27,Male,2.19,958,3.28,Computer Science,3,2,5,4,52400,Entry,No
S00317,20,Female,3.92,304,2.04,Medicine,0,5,1,2,61100,Mid,Yes
S00681,24,Female,3.51,560,2.14,Engineering,0,4,3,3,48600,Mid,Yes
S02153,19,Male,3.67,764,2.99,Arts,3,1,3,3,71000,Senior,No
S02575,28,Male,3.82,562,2.55,Law,1,6,2,5,49000,Mid,No
S02781,26,Male,3.99,26,3.09,Law,4,0,1,4,65900,Entry,Yes
S03433,29,Female,2.61,321,2.6,Computer Science,0,3,3,2,65100,Senior,No
S03779,26,Female,2.05,296,3.75,Medicine,0,1,3,5,35500,Mid,Yes
S04677,23,Female,2.12,845,3.58,Arts,0,8,4,2,38200,Mid,Yes
S00296,28,Female,3.09,574,2.85,Medicine,0,4,1,0,52300,Mid,Yes
S00980,20,Male,2.16,718,2.77,Engineering,0,9,1,4,54200,Mid,No
S04208,29,Male,3.91,829,3.78,Law,2,5,5,0,58200,Entry,No
S02351,28,Female,3.87,79,3.66,Medicine,2,9,3,4,25000,Entry,No
S03267,27,Female,2.01,986,3.97,Engineering,3,6,1,2,46700,Entry,Yes
S03339,23,Male,2.96,974,3.48,Mathematics,3,0,3,5,62000,Entry,No
S00086,24,Female,2.98,55,3.12,Engineering,4,4,5,4,71100,Senior,No
S01868,26,Male,2.69,619,2.13,Medicine,2,9,0,0,25300,Entry,No
S02006,22,Female,3.45,213,2.52,Law,2,1,4,4,41500,Entry,No
S02143,18,Male,3.71,423,2.21,Arts,2,9,5,0,29800,Entry,No
S02316,24,Female,3.02,830,2.01,Business,0,7,3,0,28100,Entry,No
S03069,29,Female,2.7,968,2.91,Business,4,2,1,3,72900,Mid,Yes
S04888,23,Female,3.87,527,2.03,Computer Science,2,8,1,5,53200,Mid,Yes
S04971,20,Male,2.34,229,3.26,Business,4,6,5,4,73700,Entry,Yes
S01522,18,Male,3.5,31,3.65,Law,1,0,0,4,52800,Executive,No
S01932,18,Male,2.66,628,2.97,Business,3,8,4,3,41700,Mid,No
S02638,25,Male,2.4,547,3,Arts,1,0,4,1,31700,Entry,Yes
S02832,24,Female,2.58,975,2.39,Business,1,6,2,3,73300,Mid,No
S03393,22,Female,3.54,394,3.74,Business,2,4,2,3,46500,Executive,Yes
S00992,22,Male,3.1,447,3.72,Law,3,9,4,5,63800,Entry,Yes
S01592,24,Male,2.17,134,2.61,Arts,2,7,0,5,64800,Entry,No
S02029,29,Male,2.98,602,3.73,Law,2,8,4,2,46900,Mid,Yes
S02908,20,Male,2.46,652,3.95,Business,4,3,2,4,50100,Mid,No
S03383,26,Female,3.01,350,3.39,Medicine,1,0,5,3,57000,Entry,No
S04332,28,Female,2.06,318,3.77,Law,0,2,4,4,26900,Mid,Yes
S04579,28,Female,3.09,440,3.01,Computer Science,3,9,4,1,25900,Mid,No
S04817,18,Female,2.66,639,3.06,Mathematics,3,0,2,3,64400,Mid,No
S00726,28,Female,2.76,209,3.51,Arts,1,2,3,4,41300,Senior,No
S00856,25,Male,2.25,923,2.77,Medicine,4,5,1,5,82300,Entry,No
S00934,29,Female,2.91,416,3.85,Business,0,9,4,2,41900,Entry,No
S01559,19,Female,2.66,679,2.05,Arts,2,7,1,5,25000,Entry,Yes
S01865,28,Male,3.83,863,2.3,Computer Science,0,6,0,3,48500,Entry,No
S03703,18,Female,2.48,910,2.46,Mathematics,3,4,3,4,36800,Entry,No
S04237,19,Female,3.32,914,2.15,Computer Science,0,3,0,2,49400,Executive,No
S04278,27,Female,3.08,498,3.75,Business,4,2,0,3,36700,Mid,No
S04805,24,Female,3.43,585,3.46,Engineering,4,5,5,0,73300,Mid,Yes
S00646,27,Male,3.73,681,2.5,Medicine,4,0,5,0,57900,Entry,No
S00746,22,Male,2.06,459,2.24,Engineering,0,9,0,3,45300,Entry,Yes
S01489,19,Female,3,241,2.52,Law,0,5,4,5,29800,Entry,No
S04100,22,Male,2.46,702,3.06,Business,1,2,1,1,25000,Entry,No
S04639,24,Male,2.34,823,3.98,Arts,2,5,4,3,55700,Senior,Yes
S00660,23,Male,3.71,663,2.16,Business,0,3,2,2,56900,Senior,No
S00892,20,Female,2.03,454,2.59,Computer Science,3,8,4,2,55300,Mid,No
S02343,25,Male,2.95,722,4,Law,0,4,4,1,55100,Entry,No
S02418,28,Male,2.39,580,2.68,Business,3,6,2,0,68900,Entry,No
S03550,27,Male,3.95,746,3.93,Medicine,1,1,0,4,41600,Entry,Yes
S03784,22,Female,2.42,600,2.26,Medicine,2,1,4,2,66000,Entry,No
S00764,27,Male,2.79,647,2.88,Mathematics,0,7,5,1,50500,Entry,No
S01267,23,Male,3.24,628,3.82,Computer Science,2,8,5,1,47100,Entry,No
S04098,26,Female,2.31,473,3.79,Law,1,5,3,1,79300,Senior,Yes
S04696,27,Male,3.88,359,2.1,Law,0,2,2,4,39000,Mid,No
S00191,20,Male,3.62,4,2.52,Arts,2,6,2,5,61700,Mid,No
S00220,18,Male,3.69,540,2.66,Mathematics,2,5,2,2,72900,Entry,No
S02464,18,Male,2.45,892,3.16,Arts,3,0,0,0,67900,Mid,No
S02500,22,Male,2.19,617,3.33,Engineering,3,5,3,3,53700,Entry,No
S04061,23,Female,3.55,432,2.6,Law,2,0,2,4,41000,Senior,Yes
S04520,23,Female,3.03,334,2.91,Medicine,4,1,2,3,42900,Entry,No
S00098,29,Female,2.9,981,3.14,Law,3,6,5,3,48000,Mid,No
S01222,26,Female,3.22,583,2.87,Medicine,2,5,2,4,57800,Mid,No
S01454,21,Female,3.54,153,3.47,Engineering,4,1,2,1,33400,Senior,No
S02599,24,Female,2.26,666,3.02,Arts,4,5,2,4,25000,Mid,No
S02898,27,Female,2.65,729,3.88,Mathematics,2,2,4,3,44100,Senior,No
S03855,25,Male,3.19,282,2.32,Arts,3,3,2,3,43900,Entry,No
S04275,28,Male,3.19,128,3.37,Mathematics,4,0,3,4,43900,Senior,No
S01119,18,Male,3.06,535,3.29,Medicine,1,8,1,3,39600,Entry,No
S01475,18,Male,3.59,929,2.67,Mathematics,4,5,0,4,43000,Entry,No
S01625,22,Male,3.06,969,2.3,Computer Science,0,1,2,3,37200,Entry,No
S01692,26,Female,2.65,661,2.13,Arts,3,5,3,5,53600,Entry,No
S02533,24,Female,2.73,725,3.61,Mathematics,2,8,4,4,53000,Mid,No
S03112,25,Male,2.83,118,2.56,Medicine,4,7,0,2,31700,Mid,Yes
S03670,27,Male,3.5,933,3.88,Mathematics,0,2,1,0,34200,Entry,No
S03904,21,Male,3.53,809,3.57,Arts,4,6,0,4,62600,Entry,No
S03951,18,Female,3.34,278,3.65,Computer Science,0,2,3,1,57300,Entry,No
S01188,25,Male,2.37,241,2.81,Engineering,1,2,4,4,71200,Entry,No
S02970,18,Female,2.53,269,3.16,Arts,3,4,3,4,31900,Mid,No
S03992,26,Male,2.82,96,3.19,Medicine,3,0,3,1,71900,Senior,No
S04014,19,Male,2.63,941,2.13,Mathematics,2,6,0,1,58300,Entry,No
S04263,19,Male,3.36,373,3.01,Computer Science,3,9,1,1,54500,Senior,No
S04365,21,Male,2.89,915,3.9,Arts,4,6,3,2,32900,Entry,Yes
S04573,22,Female,2.74,751,3.46,Law,3,6,1,1,47100,Mid,No
S04969,20,Female,3.92,617,3.35,Engineering,2,7,3,2,48400,Entry,Yes
S01823,19,Male,3.78,736,3.22,Engineering,4,4,0,4,38000,Entry,No
S02565,21,Female,2.17,380,2.42,Business,2,4,1,2,70000,Entry,No
S03251,20,Male,2.36,144,2.2,Arts,4,8,1,3,57500,Entry,No
S04501,20,Male,3.12,871,2.82,Law,3,1,0,3,50900,Senior,No
S04539,21,Male,2.38,943,3.93,Law,1,1,3,0,100600,Entry,No
S01203,27,Male,3.11,60,3.97,Business,4,8,1,1,47700,Mid,Yes
S01498,25,Female,3.29,29,3.34,Arts,3,7,1,3,41700,Entry,No
S01626,26,Male,2.18,955,2.85,Arts,4,5,3,0,46000,Entry,No
S02363,20,Female,3.76,364,2.61,Mathematics,0,1,4,0,58800,Entry,Yes
S04048,29,Male,3.58,685,2.01,Mathematics,3,7,2,0,49700,Entry,No
S04567,22,Male,2.68,368,2.13,Arts,2,7,5,4,38400,Entry,Yes
S00762,26,Male,3.71,18,3.65,Law,1,1,4,1,69500,Mid,No
S01342,25,Male,3,241,3.98,Business,4,2,4,2,76400,Mid,No
S01520,26,Male,2.71,135,3.28,Mathematics,1,8,3,3,36900,Entry,No
S01657,26,Male,3.48,917,3.55,Medicine,3,6,5,4,90400,Entry,No
S02438,27,Male,2.97,764,2.97,Arts,0,4,5,4,49600,Entry,No
S03256,29,Female,3.13,332,3.77,Law,2,7,5,3,55700,Mid,Yes
S03790,24,Male,3.1,870,2.5,Computer Science,0,1,1,4,40000,Mid,No
S03980,24,Female,2.78,492,2.91,Mathematics,3,8,5,4,47300,Senior,No
S04116,21,Female,2.2,997,3.91,Computer Science,3,7,3,0,52700,Senior,No
S04216,29,Female,2.87,205,2.29,Law,4,7,0,4,69400,Entry,No
S04874,20,Male,3.68,915,3.28,Computer Science,1,2,4,1,36600,Mid,No
S00033,18,Male,3.61,890,2.72,Engineering,4,8,2,3,29800,Mid,No
S00618,27,Male,3.66,653,3.3,Law,0,9,2,2,45400,Entry,Yes
S00693,29,Female,2.68,953,3.94,Business,3,9,4,5,43700,Entry,Yes
S02901,29,Female,2.45,608,3.01,Computer Science,0,4,5,2,50200,Mid,No
S02954,23,Male,3.8,71,3.81,Arts,2,7,0,2,57600,Entry,No
S03669,22,Female,2.52,963,2.35,Arts,0,7,3,1,53100,Mid,No
S03787,29,Female,3.25,488,3.49,Business,1,7,3,0,55400,Entry,No
S03823,20,Female,3.19,505,2.28,Engineering,1,3,0,4,50800,Mid,Yes
S03921,29,Female,2.15,563,2.68,Arts,3,5,3,2,55900,Entry,No
S03958,21,Male,3.12,602,3.64,Arts,2,3,3,1,27500,Mid,No
S04448,27,Female,3.5,44,2.56,Law,1,4,4,0,39800,Entry,No
S00544,29,Male,3.75,977,2.15,Arts,4,2,5,5,67400,Entry,No
S00691,18,Male,2.5,646,3.34,Arts,2,5,0,2,70200,Mid,No
S02183,24,Male,3.54,886,3.11,Arts,3,9,5,4,25000,Mid,No
S03087,28,Female,2.09,605,3.4,Medicine,2,7,3,3,57900,Entry,No
S03214,21,Female,2.76,559,3.54,Business,2,4,3,4,55100,Entry,No
S03909,19,Male,2.7,208,2.33,Computer Science,4,2,4,3,49400,Mid,Yes
S03959,21,Female,3.07,562,2.36,Mathematics,2,1,3,3,57100,Mid,No
S04105,18,Male,4,955,3.2,Arts,3,9,3,0,54400,Entry,No
S04423,20,Male,3.81,31,2.68,Engineering,4,7,4,4,41100,Senior,No
S00287,26,Male,3.75,701,3.04,Computer Science,2,5,1,5,57700,Mid,Yes
S00792,29,Male,2.14,535,3.28,Arts,1,2,1,3,73200,Senior,No
S02427,22,Male,2.74,136,3.85,Arts,0,3,3,0,52000,Entry,No
S02627,22,Female,3.67,335,2.63,Business,1,1,3,2,47700,Mid,No
S02971,28,Male,2.3,34,3.64,Engineering,0,2,1,5,60800,Senior,No
S03918,24,Female,3.36,530,2.64,Computer Science,3,7,0,5,25000,Entry,No
S04600,25,Female,2.02,244,2.4,Engineering,1,6,3,5,45100,Mid,No
S02550,18,Female,2.11,484,3.45,Mathematics,2,5,4,4,72900,Entry,No
S03594,23,Male,3,423,3.15,Medicine,0,0,4,0,32000,Mid,Yes
S04553,20,Female,3.75,879,3.06,Engineering,2,9,5,5,25000,Mid,No
S04561,29,Male,2.67,950,2.62,Computer Science,3,8,1,3,44500,Entry,Yes
S00501,21,Male,3.53,486,3.52,Mathematics,1,5,4,3,40300,Mid,No
S01079,22,Male,3.75,437,2.63,Mathematics,1,2,3,0,80700,Entry,No
S01899,25,Male,2.4,563,2.43,Computer Science,0,5,1,5,37600,Entry,No
S02723,27,Female,3.81,483,3.48,Computer Science,4,7,5,0,72200,Entry,Yes
S03099,22,Male,2.65,380,3.96,Business,4,5,3,0,45800,Entry,No
S03718,21,Male,3.67,652,2.98,Arts,1,9,2,1,50200,Entry,No
S04347,20,Female,2.33,203,3.37,Business,0,6,2,0,36600,Entry,No
S04477,28,Male,2.36,464,2.08,Computer Science,4,2,4,5,51100,Executive,No
S04831,20,Female,3.34,49,2.86,Computer Science,1,9,0,5,37100,Entry,No
S04891,23,Female,3.68,412,3.72,Computer Science,1,1,0,4,62000,Mid,Yes
S00529,19,Female,2.78,63,2.48,Mathematics,0,4,2,1,57700,Entry,No
S00818,24,Male,3.97,837,3.08,Business,1,7,3,5,68900,Entry,No
S01598,19,Male,3.36,491,2.93,Computer Science,3,3,4,0,46700,Mid,No
S02685,27,Male,2.6,662,3.28,Mathematics,2,1,4,0,53700,Executive,No
S03203,23,Male,3.35,104,3.75,Law,0,7,0,3,61300,Entry,Yes
S04739,19,Male,3.27,293,2.05,Mathematics,2,8,1,2,45000,Entry,Yes
S00469,27,Male,2.8,670,3,Arts,2,9,1,1,48500,Entry,No
S00572,28,Male,2.27,356,3.49,Business,3,1,5,2,56100,Entry,No
S01384,23,Male,3.64,727,2.03,Business,0,7,5,2,51500,Mid,Yes
S01490,22,Male,2.04,253,3.84,Computer Science,4,8,4,2,56700,Mid,No
S01699,26,Female,2.79,323,3.87,Business,0,4,5,1,53900,Entry,No
S01785,29,Male,2.06,722,2.05,Medicine,0,5,0,3,36800,Mid,No
S02936,24,Female,3.02,375,3.22,Computer Science,0,1,2,5,46000,Entry,No
S04694,20,Male,2.22,583,2.76,Engineering,1,9,5,2,51700,Entry,No
S04768,23,Male,3.12,561,3.9,Arts,3,1,4,3,63600,Entry,No
S00465,20,Female,2.33,852,3.99,Computer Science,4,4,1,4,31300,Senior,No
S00837,22,Female,3.32,593,3.52,Computer Science,3,7,3,3,65000,Entry,No
S01216,22,Male,2.38,381,3.55,Computer Science,1,1,3,3,65400,Entry,No
S01315,29,Male,3.97,662,2.36,Law,0,5,2,2,62900,Senior,No
S02072,24,Male,3.81,363,2.85,Medicine,0,3,4,2,59600,Entry,No
S03017,24,Female,3.2,208,3.56,Mathematics,4,2,5,2,72500,Mid,No
S03167,29,Female,2.27,922,2.62,Arts,0,7,0,4,28300,Entry,No
S03202,23,Male,3.77,621,3.57,Mathematics,1,1,4,4,46800,Entry,Yes
S03573,18,Female,2.66,192,3.26,Business,2,3,3,2,51800,Mid,No
S04090,29,Male,2.52,160,2.19,Mathematics,3,6,1,2,36300,Senior,No
S04916,28,Female,2.93,936,4,Engineering,3,9,5,1,42500,Senior,No
S00515,22,Male,3.31,569,3.48,Arts,1,5,4,4,39900,Mid,No
